cluster	gene	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
1	Mono	ISG15	0	0.692039946008362	0.739	0.243	0
2	Mono	RBP7	0	-0.430001208287558	0.113	0.473	0
3	Mono	C1QA	0	0.369054542560968	0.36	0.043	0
4	Mono	CD52	0	-0.616674115176584	0.295	0.791	0
5	Mono	IFI6	0	0.674202423077282	0.742	0.224	0
6	Mono	CITED4	0	0.330179374776967	0.489	0.133	0
7	Mono	PLK3	0	0.298922993788236	0.55	0.188	0
8	Mono	IFI44L	0	0.61048116852752	0.643	0.061	0
9	Mono	IFI44	0	0.288712349437479	0.412	0.076	0
10	Mono	GBP1	0	0.267420074587754	0.383	0.085	0
11	Mono	GBP2	0	0.279527187609334	0.548	0.215	0
12	Mono	AC253572.2	0	-0.38556475906962	0.222	0.515	0
13	Mono	LMNA	0	0.653672305257678	0.82	0.182	0
14	Mono	TAGLN2	0	0.290113992421321	0.873	0.596	0
15	Mono	CD48	0	-0.405816577096736	0.354	0.702	0
16	Mono	IER5	0	0.35991996306943	0.742	0.339	0
17	Mono	G0S2	0	0.372254294715087	0.748	0.479	0
18	Mono	MARC1	0	0.263502594857566	0.408	0.096	0
19	Mono	HIST3H2A	0	0.489356650012868	0.516	0.041	0
20	Mono	IRF2BP2	0	0.482829702950692	0.92	0.475	0
21	Mono	NLRP3	0	0.25876759284144	0.581	0.274	0
22	Mono	EIF2AK2	0	0.273786940780223	0.529	0.202	0
23	Mono	PLEK	0	0.370136031823414	0.938	0.628	0
24	Mono	CXCR4	0	0.331253411563128	0.738	0.369	0
25	Mono	RND3	0	0.379945180496006	0.358	0	0
26	Mono	NMI	0	0.26487279385035	0.514	0.195	0
27	Mono	TNFAIP6	0	0.349633931104437	0.368	0.017	0
28	Mono	SP110	0	0.273998475510927	0.629	0.314	0
29	Mono	ACKR3	0	0.259583131144177	0.268	0.003	0
30	Mono	ANKRD28	0	0.682034804116725	0.789	0.178	0
31	Mono	EIF1B	0	0.257163589977029	0.716	0.405	0
32	Mono	CTNNB1	0	0.392132462058586	0.858	0.454	0
