"","interaction_ID","sender_celltype","sender_gene","receiver_celltype","receiver_gene","ligand_log2FC","ligand_p_val_adj","receptor_log2FC","receptor_p_val_adj"
"1","Mono:ACKR3_Mono:CXCR4","Mono","ACKR3","Mono","CXCR4",0.259583131144177,0,0.331253411563128,0
"2","Mono:ALOX5AP_Mono:ALOX5","Mono","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"3","Mono:AREG_Mono:ICAM1","Mono","AREG","Mono","ICAM1",NA,NA,NA,NA
"4","Mono:CD14_Mono:ITGA4","Mono","CD14","Mono","ITGA4",NA,NA,NA,NA
"5","Mono:CD14_Mono:ITGB1","Mono","CD14","Mono","ITGB1",NA,NA,NA,NA
"6","Mono:CD14_Mono:ITGB2","Mono","CD14","Mono","ITGB2",NA,NA,NA,NA
"7","Mono:CD14_Mono:TLR4","Mono","CD14","Mono","TLR4",NA,NA,NA,NA
"8","Mono:CD52_Mono:SIGLEC10","Mono","CD52","Mono","SIGLEC10",-0.616674115176584,0,NA,NA
"9","Mono:CD53_Mono:CD37","Mono","CD53","Mono","CD37",NA,NA,NA,NA
"10","Mono:CD55_Mono:ADGRE2","Mono","CD55","Mono","ADGRE2",NA,NA,NA,NA
"11","Mono:CD55_Mono:ADGRE5","Mono","CD55","Mono","ADGRE5",NA,NA,NA,NA
"12","Mono:CD55_Mono:CR1","Mono","CD55","Mono","CR1",NA,NA,NA,NA
"13","Mono:CD82_Mono:CD37","Mono","CD82","Mono","CD37",NA,NA,NA,NA
"14","Mono:CD9_Mono:CD36","Mono","CD9","Mono","CD36",0.352976124957498,0,0.282537866386678,0
"15","Mono:FYN_Mono:SPN","Mono","FYN","Mono","SPN",NA,NA,NA,NA
"16","Mono:HLA-DRA_Mono:CD37","Mono","HLA-DRA","Mono","CD37",-0.514404387512692,0,NA,NA
"17","Mono:HLA-DRA_Mono:CD4","Mono","HLA-DRA","Mono","CD4",-0.514404387512692,0,NA,NA
"18","Mono:HLA-DRA_Mono:CD53","Mono","HLA-DRA","Mono","CD53",-0.514404387512692,0,NA,NA
"19","Mono:HLA-DRA_Mono:CD63","Mono","HLA-DRA","Mono","CD63",-0.514404387512692,0,0.258755429782416,0
"20","Mono:HLA-DRA_Mono:CD81","Mono","HLA-DRA","Mono","CD81",-0.514404387512692,0,NA,NA
"21","Mono:HLA-DRA_Mono:CD82","Mono","HLA-DRA","Mono","CD82",-0.514404387512692,0,NA,NA
"22","Mono:HLA-DRA_Mono:CD9","Mono","HLA-DRA","Mono","CD9",-0.514404387512692,0,0.352976124957498,0
"23","Mono:HLA-DRB1_Mono:CD37","Mono","HLA-DRB1","Mono","CD37",-0.510387132729279,0,NA,NA
"24","Mono:HLA-DRB1_Mono:CD4","Mono","HLA-DRB1","Mono","CD4",-0.510387132729279,0,NA,NA
"25","Mono:HLA-DRB1_Mono:CD53","Mono","HLA-DRB1","Mono","CD53",-0.510387132729279,0,NA,NA
"26","Mono:HLA-DRB1_Mono:CD81","Mono","HLA-DRB1","Mono","CD81",-0.510387132729279,0,NA,NA
"27","Mono:HLA-DRB1_Mono:CD82","Mono","HLA-DRB1","Mono","CD82",-0.510387132729279,0,NA,NA
"28","Mono:HSPA1A_Mono:TLR4","Mono","HSPA1A","Mono","TLR4",NA,NA,NA,NA
"29","Mono:HSPA4_Mono:TLR4","Mono","HSPA4","Mono","TLR4",NA,NA,NA,NA
"30","Mono:LILRA6_Mono:CD300E","Mono","LILRA6","Mono","CD300E",NA,NA,NA,NA
"31","Mono:LILRB1_Mono:LILRA5","Mono","LILRB1","Mono","LILRA5",NA,NA,NA,NA
"32","Mono:LILRB4_Mono:LAIR1","Mono","LILRB4","Mono","LAIR1",0.333429879547968,0,NA,NA
"33","Mono:LMAN1_Mono:MCFD2","Mono","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"34","Mono:LY86_Mono:CD180","Mono","LY86","Mono","CD180",NA,NA,NA,NA
"35","Mono:QDPR_Mono:DYSF","Mono","QDPR","Mono","DYSF",NA,NA,NA,NA
"36","Mono:RPS19_Mono:C5AR1","Mono","RPS19","Mono","C5AR1",NA,NA,NA,NA
"37","Mono:S100A12_Mono:CD36","Mono","S100A12","Mono","CD36",NA,NA,0.282537866386678,0
"38","Mono:S100A12_Mono:TLR4","Mono","S100A12","Mono","TLR4",NA,NA,NA,NA
"39","Mono:S100A8_Mono:CD36","Mono","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"40","Mono:S100A8_Mono:CD68","Mono","S100A8","Mono","CD68",NA,NA,NA,NA
"41","Mono:S100A8_Mono:ITGB2","Mono","S100A8","Mono","ITGB2",NA,NA,NA,NA
"42","Mono:S100A8_Mono:TLR4","Mono","S100A8","Mono","TLR4",NA,NA,NA,NA
"43","Mono:S100A9_Mono:ALCAM","Mono","S100A9","Mono","ALCAM",NA,NA,NA,NA
"44","Mono:S100A9_Mono:CD36","Mono","S100A9","Mono","CD36",NA,NA,0.282537866386678,0
"45","Mono:S100A9_Mono:CD68","Mono","S100A9","Mono","CD68",NA,NA,NA,NA
"46","Mono:S100A9_Mono:ITGB2","Mono","S100A9","Mono","ITGB2",NA,NA,NA,NA
"47","Mono:S100A9_Mono:TLR4","Mono","S100A9","Mono","TLR4",NA,NA,NA,NA
"48","Mono:TGOLN2_Mono:BTN3A1","Mono","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"49","Mono:TNF_Mono:FAS","Mono","TNF","Mono","FAS",NA,NA,NA,NA
"50","Mono:TNF_Mono:FFAR2","Mono","TNF","Mono","FFAR2",NA,NA,NA,NA
"51","Mono:TNF_Mono:LTBR","Mono","TNF","Mono","LTBR",NA,NA,NA,NA
"52","Mono:TNF_Mono:TNFRSF1A","Mono","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"53","Mono:TNF_Mono:TNFRSF1B","Mono","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"54","Mono:TNF_Mono:TRADD","Mono","TNF","Mono","TRADD",NA,NA,NA,NA
"55","Mono:TNF_Mono:VSIR","Mono","TNF","Mono","VSIR",NA,NA,NA,NA
"56","Mono:TNFSF10_Mono:TNFRSF10B","Mono","TNFSF10","Mono","TNFRSF10B",NA,NA,NA,NA
"57","Mono:TNFSF13_Mono:FAS","Mono","TNFSF13","Mono","FAS",NA,NA,NA,NA
"58","Mono:TNFSF13_Mono:TNFRSF14","Mono","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"59","Mono:TNFSF13_Mono:TNFRSF1A","Mono","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"60","Mono:TNFSF13B_Mono:CD40","Mono","TNFSF13B","Mono","CD40",NA,NA,NA,NA
"61","Mono:TNFSF13B_Mono:IL1R2","Mono","TNFSF13B","Mono","IL1R2",NA,NA,NA,NA
"62","Mono:TNFSF13B_Mono:TFRC","Mono","TNFSF13B","Mono","TFRC",NA,NA,NA,NA
"63","Mono:TOR2A_Mono:ATP5F1B","Mono","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"64","Gran:ALOX5AP_Mono:ALOX5","Gran","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"65","Gran:AREG_Mono:ICAM1","Gran","AREG","Mono","ICAM1",-0.337985089123159,5.44675137160733e-36,NA,NA
"66","Gran:CCL23_Mono:CCR1","Gran","CCL23","Mono","CCR1",NA,NA,NA,NA
"67","Gran:CD14_Mono:ITGA4","Gran","CD14","Mono","ITGA4",NA,NA,NA,NA
"68","Gran:CD14_Mono:ITGB1","Gran","CD14","Mono","ITGB1",NA,NA,NA,NA
"69","Gran:CD14_Mono:ITGB2","Gran","CD14","Mono","ITGB2",NA,NA,NA,NA
"70","Gran:CD14_Mono:TLR4","Gran","CD14","Mono","TLR4",NA,NA,NA,NA
"71","Gran:CD52_Mono:SIGLEC10","Gran","CD52","Mono","SIGLEC10",-0.262811733589469,5.77072736627515e-34,NA,NA
"72","Gran:CD53_Mono:CD37","Gran","CD53","Mono","CD37",NA,NA,NA,NA
"73","Gran:CD55_Mono:ADGRE2","Gran","CD55","Mono","ADGRE2",NA,NA,NA,NA
"74","Gran:CD55_Mono:ADGRE5","Gran","CD55","Mono","ADGRE5",NA,NA,NA,NA
"75","Gran:CD55_Mono:CR1","Gran","CD55","Mono","CR1",NA,NA,NA,NA
"76","Gran:CD82_Mono:CD37","Gran","CD82","Mono","CD37",NA,NA,NA,NA
"77","Gran:CD9_Mono:CD36","Gran","CD9","Mono","CD36",NA,NA,0.282537866386678,0
"78","Gran:FYN_Mono:SPN","Gran","FYN","Mono","SPN",NA,NA,NA,NA
"79","Gran:HLA-DRA_Mono:CD37","Gran","HLA-DRA","Mono","CD37",-0.447825012493197,4.55369147793726e-82,NA,NA
"80","Gran:HLA-DRA_Mono:CD4","Gran","HLA-DRA","Mono","CD4",-0.447825012493197,4.55369147793726e-82,NA,NA
"81","Gran:HLA-DRA_Mono:CD53","Gran","HLA-DRA","Mono","CD53",-0.447825012493197,4.55369147793726e-82,NA,NA
"82","Gran:HLA-DRA_Mono:CD63","Gran","HLA-DRA","Mono","CD63",-0.447825012493197,4.55369147793726e-82,0.258755429782416,0
"83","Gran:HLA-DRA_Mono:CD81","Gran","HLA-DRA","Mono","CD81",-0.447825012493197,4.55369147793726e-82,NA,NA
"84","Gran:HLA-DRA_Mono:CD82","Gran","HLA-DRA","Mono","CD82",-0.447825012493197,4.55369147793726e-82,NA,NA
"85","Gran:HLA-DRA_Mono:CD9","Gran","HLA-DRA","Mono","CD9",-0.447825012493197,4.55369147793726e-82,0.352976124957498,0
"86","Gran:HLA-DRB1_Mono:CD37","Gran","HLA-DRB1","Mono","CD37",-0.478194771066588,1.21576656649759e-138,NA,NA
"87","Gran:HLA-DRB1_Mono:CD4","Gran","HLA-DRB1","Mono","CD4",-0.478194771066588,1.21576656649759e-138,NA,NA
"88","Gran:HLA-DRB1_Mono:CD53","Gran","HLA-DRB1","Mono","CD53",-0.478194771066588,1.21576656649759e-138,NA,NA
"89","Gran:HLA-DRB1_Mono:CD81","Gran","HLA-DRB1","Mono","CD81",-0.478194771066588,1.21576656649759e-138,NA,NA
"90","Gran:HLA-DRB1_Mono:CD82","Gran","HLA-DRB1","Mono","CD82",-0.478194771066588,1.21576656649759e-138,NA,NA
"91","Gran:HSP90B1_Mono:ASGR1","Gran","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"92","Gran:HSP90B1_Mono:LRP1","Gran","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"93","Gran:HSP90B1_Mono:TLR2","Gran","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"94","Gran:HSP90B1_Mono:TLR4","Gran","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"95","Gran:HSPA1A_Mono:TLR4","Gran","HSPA1A","Mono","TLR4",NA,NA,NA,NA
"96","Gran:HSPA4_Mono:TLR4","Gran","HSPA4","Mono","TLR4",NA,NA,NA,NA
"97","Gran:LILRB1_Mono:LILRA5","Gran","LILRB1","Mono","LILRA5",NA,NA,NA,NA
"98","Gran:LILRB4_Mono:LAIR1","Gran","LILRB4","Mono","LAIR1",NA,NA,NA,NA
"99","Gran:LMAN1_Mono:MCFD2","Gran","LMAN1","Mono","MCFD2",NA,NA,NA,NA
"100","Gran:LY86_Mono:CD180","Gran","LY86","Mono","CD180",NA,NA,NA,NA
"101","Gran:QDPR_Mono:DYSF","Gran","QDPR","Mono","DYSF",NA,NA,NA,NA
"102","Gran:RPS19_Mono:C5AR1","Gran","RPS19","Mono","C5AR1",NA,NA,NA,NA
"103","Gran:S100A12_Mono:CD36","Gran","S100A12","Mono","CD36",-0.325840182192191,1.74421008742575e-45,0.282537866386678,0
"104","Gran:S100A12_Mono:TLR4","Gran","S100A12","Mono","TLR4",-0.325840182192191,1.74421008742575e-45,NA,NA
"105","Gran:S100A8_Mono:CD36","Gran","S100A8","Mono","CD36",-0.386327559613375,1.67171342601909e-71,0.282537866386678,0
"106","Gran:S100A8_Mono:CD68","Gran","S100A8","Mono","CD68",-0.386327559613375,1.67171342601909e-71,NA,NA
"107","Gran:S100A8_Mono:ITGB2","Gran","S100A8","Mono","ITGB2",-0.386327559613375,1.67171342601909e-71,NA,NA
"108","Gran:S100A8_Mono:TLR4","Gran","S100A8","Mono","TLR4",-0.386327559613375,1.67171342601909e-71,NA,NA
"109","Gran:S100A9_Mono:ALCAM","Gran","S100A9","Mono","ALCAM",-0.390436315698909,7.0809279121649e-46,NA,NA
"110","Gran:S100A9_Mono:CD36","Gran","S100A9","Mono","CD36",-0.390436315698909,7.0809279121649e-46,0.282537866386678,0
"111","Gran:S100A9_Mono:CD68","Gran","S100A9","Mono","CD68",-0.390436315698909,7.0809279121649e-46,NA,NA
"112","Gran:S100A9_Mono:ITGB2","Gran","S100A9","Mono","ITGB2",-0.390436315698909,7.0809279121649e-46,NA,NA
"113","Gran:S100A9_Mono:TLR4","Gran","S100A9","Mono","TLR4",-0.390436315698909,7.0809279121649e-46,NA,NA
"114","Gran:TGOLN2_Mono:BTN3A1","Gran","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"115","Gran:TNF_Mono:FAS","Gran","TNF","Mono","FAS",NA,NA,NA,NA
"116","Gran:TNF_Mono:FFAR2","Gran","TNF","Mono","FFAR2",NA,NA,NA,NA
"117","Gran:TNF_Mono:LTBR","Gran","TNF","Mono","LTBR",NA,NA,NA,NA
"118","Gran:TNF_Mono:TNFRSF1A","Gran","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"119","Gran:TNF_Mono:TNFRSF1B","Gran","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"120","Gran:TNF_Mono:TRADD","Gran","TNF","Mono","TRADD",NA,NA,NA,NA
"121","Gran:TNF_Mono:VSIR","Gran","TNF","Mono","VSIR",NA,NA,NA,NA
"122","Gran:TNFSF10_Mono:TNFRSF10B","Gran","TNFSF10","Mono","TNFRSF10B",NA,NA,NA,NA
"123","Gran:TNFSF13_Mono:FAS","Gran","TNFSF13","Mono","FAS",NA,NA,NA,NA
"124","Gran:TNFSF13_Mono:TNFRSF14","Gran","TNFSF13","Mono","TNFRSF14",NA,NA,NA,NA
"125","Gran:TNFSF13_Mono:TNFRSF1A","Gran","TNFSF13","Mono","TNFRSF1A",NA,NA,NA,NA
"126","Gran:TNFSF13B_Mono:CD40","Gran","TNFSF13B","Mono","CD40",NA,NA,NA,NA
"127","Gran:TNFSF13B_Mono:IL1R2","Gran","TNFSF13B","Mono","IL1R2",NA,NA,NA,NA
"128","Gran:TNFSF13B_Mono:TFRC","Gran","TNFSF13B","Mono","TFRC",NA,NA,NA,NA
"129","Gran:TOR2A_Mono:ATP5F1B","Gran","TOR2A","Mono","ATP5F1B",NA,NA,NA,NA
"130","T:ALOX5AP_Mono:ALOX5","T","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"131","T:ANXA2_Mono:DYSF","T","ANXA2","Mono","DYSF",NA,NA,NA,NA
"132","T:ANXA2_Mono:TLR2","T","ANXA2","Mono","TLR2",NA,NA,NA,NA
"133","T:CASP8_Mono:FAS","T","CASP8","Mono","FAS",NA,NA,NA,NA
"134","T:CCL3L1_Mono:CCR1","T","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"135","T:CD320_Mono:JAML","T","CD320","Mono","JAML",NA,NA,-0.259748636243014,5.07243003939177e-273
"136","T:CD320_Mono:TMEM167A","T","CD320","Mono","TMEM167A",NA,NA,NA,NA
"137","T:CD47_Mono:SIGLEC1","T","CD47","Mono","SIGLEC1",NA,NA,NA,NA
"138","T:CD47_Mono:SIRPA","T","CD47","Mono","SIRPA",NA,NA,NA,NA
"139","T:CD52_Mono:SIGLEC10","T","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"140","T:CD53_Mono:CD37","T","CD53","Mono","CD37",NA,NA,NA,NA
"141","T:CD55_Mono:ADGRE2","T","CD55","Mono","ADGRE2",NA,NA,NA,NA
"142","T:CD55_Mono:ADGRE5","T","CD55","Mono","ADGRE5",NA,NA,NA,NA
"143","T:CD55_Mono:CR1","T","CD55","Mono","CR1",NA,NA,NA,NA
"144","T:CD69_Mono:SIRPA","T","CD69","Mono","SIRPA",0.293941290332895,3.45809911605759e-191,NA,NA
"145","T:FYN_Mono:SPN","T","FYN","Mono","SPN",NA,NA,NA,NA
"146","T:GZMB_Mono:IGF2R","T","GZMB","Mono","IGF2R",NA,NA,NA,NA
"147","T:GZMB_Mono:PGRMC1","T","GZMB","Mono","PGRMC1",NA,NA,NA,NA
"148","T:HLA-B_Mono:CANX","T","HLA-B","Mono","CANX",NA,NA,NA,NA
"149","T:HLA-B_Mono:LILRA1","T","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"150","T:HLA-B_Mono:LILRB1","T","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"151","T:HLA-B_Mono:LILRB2","T","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"152","T:HLA-B_Mono:SIGLEC10","T","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"153","T:HLA-DRA_Mono:CD37","T","HLA-DRA","Mono","CD37",NA,NA,NA,NA
"154","T:HLA-DRA_Mono:CD4","T","HLA-DRA","Mono","CD4",NA,NA,NA,NA
"155","T:HLA-DRA_Mono:CD53","T","HLA-DRA","Mono","CD53",NA,NA,NA,NA
"156","T:HLA-DRA_Mono:CD63","T","HLA-DRA","Mono","CD63",NA,NA,0.258755429782416,0
"157","T:HLA-DRA_Mono:CD81","T","HLA-DRA","Mono","CD81",NA,NA,NA,NA
"158","T:HLA-DRA_Mono:CD82","T","HLA-DRA","Mono","CD82",NA,NA,NA,NA
"159","T:HLA-DRA_Mono:CD9","T","HLA-DRA","Mono","CD9",NA,NA,0.352976124957498,0
"160","T:HLA-DRB1_Mono:CD37","T","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"161","T:HLA-DRB1_Mono:CD4","T","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"162","T:HLA-DRB1_Mono:CD53","T","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"163","T:HLA-DRB1_Mono:CD81","T","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"164","T:HLA-DRB1_Mono:CD82","T","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"165","T:HSP90AA1_Mono:LRP1","T","HSP90AA1","Mono","LRP1",NA,NA,NA,NA
"166","T:HSP90B1_Mono:ASGR1","T","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"167","T:HSP90B1_Mono:LRP1","T","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"168","T:HSP90B1_Mono:TLR2","T","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"169","T:HSP90B1_Mono:TLR4","T","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"170","T:ICAM2_Mono:ITGAL","T","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"171","T:ICAM2_Mono:ITGAM","T","ICAM2","Mono","ITGAM",NA,NA,NA,NA
"172","T:ICAM2_Mono:ITGB2","T","ICAM2","Mono","ITGB2",NA,NA,NA,NA
"173","T:ICAM3_Mono:ITGAL","T","ICAM3","Mono","ITGAL",NA,NA,NA,NA
"174","T:ICAM3_Mono:ITGB2","T","ICAM3","Mono","ITGB2",NA,NA,NA,NA
"175","T:IL1B_Mono:IL1R2","T","IL1B","Mono","IL1R2",NA,NA,NA,NA
"176","T:IL1B_Mono:IL1RAP","T","IL1B","Mono","IL1RAP",NA,NA,NA,NA
"177","T:IL1B_Mono:SIGIRR","T","IL1B","Mono","SIGIRR",NA,NA,NA,NA
"178","T:LGALS1_Mono:ITGB1","T","LGALS1","Mono","ITGB1",NA,NA,NA,NA
"179","T:LGALS1_Mono:PTPRC","T","LGALS1","Mono","PTPRC",NA,NA,NA,NA
"180","T:LTA_Mono:LTBR","T","LTA","Mono","LTBR",NA,NA,NA,NA
"181","T:LTA_Mono:TNFRSF14","T","LTA","Mono","TNFRSF14",NA,NA,NA,NA
"182","T:LTA_Mono:TNFRSF1A","T","LTA","Mono","TNFRSF1A",NA,NA,NA,NA
"183","T:LTA_Mono:TNFRSF1B","T","LTA","Mono","TNFRSF1B",NA,NA,NA,NA
"184","T:LTB_Mono:CD40","T","LTB","Mono","CD40",NA,NA,NA,NA
"185","T:LTB_Mono:LTBR","T","LTB","Mono","LTBR",NA,NA,NA,NA
"186","T:LTB_Mono:TNFRSF1A","T","LTB","Mono","TNFRSF1A",NA,NA,NA,NA
"187","T:MIF_Mono:ACKR3","T","MIF","Mono","ACKR3",NA,NA,0.259583131144177,0
"188","T:MIF_Mono:CD44","T","MIF","Mono","CD44",NA,NA,NA,NA
"189","T:MIF_Mono:CD74","T","MIF","Mono","CD74",NA,NA,NA,NA
"190","T:MIF_Mono:CXCR4","T","MIF","Mono","CXCR4",NA,NA,0.331253411563128,0
"191","T:MIF_Mono:TNFRSF14","T","MIF","Mono","TNFRSF14",NA,NA,NA,NA
"192","T:RPS19_Mono:C5AR1","T","RPS19","Mono","C5AR1",NA,NA,NA,NA
"193","T:S100A8_Mono:CD36","T","S100A8","Mono","CD36",NA,NA,0.282537866386678,0
"194","T:S100A8_Mono:CD68","T","S100A8","Mono","CD68",NA,NA,NA,NA
"195","T:S100A8_Mono:ITGB2","T","S100A8","Mono","ITGB2",NA,NA,NA,NA
"196","T:S100A8_Mono:TLR4","T","S100A8","Mono","TLR4",NA,NA,NA,NA
"197","T:S100A9_Mono:ALCAM","T","S100A9","Mono","ALCAM",NA,NA,NA,NA
"198","T:S100A9_Mono:CD36","T","S100A9","Mono","CD36",NA,NA,0.282537866386678,0
"199","T:S100A9_Mono:CD68","T","S100A9","Mono","CD68",NA,NA,NA,NA
"200","T:S100A9_Mono:ITGB2","T","S100A9","Mono","ITGB2",NA,NA,NA,NA
"201","T:S100A9_Mono:TLR4","T","S100A9","Mono","TLR4",NA,NA,NA,NA
"202","T:SPON2_Mono:ITGA4","T","SPON2","Mono","ITGA4",NA,NA,NA,NA
"203","T:SPON2_Mono:ITGA5","T","SPON2","Mono","ITGA5",NA,NA,NA,NA
"204","T:SPON2_Mono:ITGAM","T","SPON2","Mono","ITGAM",NA,NA,NA,NA
"205","T:SPON2_Mono:ITGB1","T","SPON2","Mono","ITGB1",NA,NA,NA,NA
"206","T:SPON2_Mono:ITGB2","T","SPON2","Mono","ITGB2",NA,NA,NA,NA
"207","T:TGOLN2_Mono:BTN3A1","T","TGOLN2","Mono","BTN3A1",NA,NA,NA,NA
"208","T:TNF_Mono:FAS","T","TNF","Mono","FAS",NA,NA,NA,NA
"209","T:TNF_Mono:FFAR2","T","TNF","Mono","FFAR2",NA,NA,NA,NA
"210","T:TNF_Mono:LTBR","T","TNF","Mono","LTBR",NA,NA,NA,NA
"211","T:TNF_Mono:TNFRSF1A","T","TNF","Mono","TNFRSF1A",NA,NA,NA,NA
"212","T:TNF_Mono:TNFRSF1B","T","TNF","Mono","TNFRSF1B",NA,NA,NA,NA
"213","T:TNF_Mono:TRADD","T","TNF","Mono","TRADD",NA,NA,NA,NA
"214","T:TNF_Mono:VSIR","T","TNF","Mono","VSIR",NA,NA,NA,NA
"215","NK:ALOX5AP_Mono:ALOX5","NK","ALOX5AP","Mono","ALOX5",NA,NA,NA,NA
"216","NK:ANXA2_Mono:DYSF","NK","ANXA2","Mono","DYSF",NA,NA,NA,NA
"217","NK:ANXA2_Mono:TLR2","NK","ANXA2","Mono","TLR2",NA,NA,NA,NA
"218","NK:AREG_Mono:ICAM1","NK","AREG","Mono","ICAM1",NA,NA,NA,NA
"219","NK:CASP8_Mono:FAS","NK","CASP8","Mono","FAS",NA,NA,NA,NA
"220","NK:CCL3L1_Mono:CCR1","NK","CCL3L1","Mono","CCR1",NA,NA,NA,NA
"221","NK:CD160_Mono:TNFRSF14","NK","CD160","Mono","TNFRSF14",NA,NA,NA,NA
"222","NK:CD47_Mono:SIGLEC1","NK","CD47","Mono","SIGLEC1",NA,NA,NA,NA
"223","NK:CD47_Mono:SIRPA","NK","CD47","Mono","SIRPA",NA,NA,NA,NA
"224","NK:CD52_Mono:SIGLEC10","NK","CD52","Mono","SIGLEC10",NA,NA,NA,NA
"225","NK:CD53_Mono:CD37","NK","CD53","Mono","CD37",NA,NA,NA,NA
"226","NK:CD55_Mono:ADGRE2","NK","CD55","Mono","ADGRE2",NA,NA,NA,NA
"227","NK:CD55_Mono:ADGRE5","NK","CD55","Mono","ADGRE5",NA,NA,NA,NA
"228","NK:CD55_Mono:CR1","NK","CD55","Mono","CR1",NA,NA,NA,NA
"229","NK:CD69_Mono:SIRPA","NK","CD69","Mono","SIRPA",NA,NA,NA,NA
"230","NK:FYN_Mono:SPN","NK","FYN","Mono","SPN",NA,NA,NA,NA
"231","NK:GRN_Mono:SORT1","NK","GRN","Mono","SORT1",NA,NA,NA,NA
"232","NK:GRN_Mono:TNFRSF1A","NK","GRN","Mono","TNFRSF1A",NA,NA,NA,NA
"233","NK:GRN_Mono:TNFRSF1B","NK","GRN","Mono","TNFRSF1B",NA,NA,NA,NA
"234","NK:GZMB_Mono:IGF2R","NK","GZMB","Mono","IGF2R",NA,NA,NA,NA
"235","NK:GZMB_Mono:PGRMC1","NK","GZMB","Mono","PGRMC1",NA,NA,NA,NA
"236","NK:HLA-B_Mono:CANX","NK","HLA-B","Mono","CANX",NA,NA,NA,NA
"237","NK:HLA-B_Mono:LILRA1","NK","HLA-B","Mono","LILRA1",NA,NA,NA,NA
"238","NK:HLA-B_Mono:LILRB1","NK","HLA-B","Mono","LILRB1",NA,NA,NA,NA
"239","NK:HLA-B_Mono:LILRB2","NK","HLA-B","Mono","LILRB2",NA,NA,NA,NA
"240","NK:HLA-B_Mono:SIGLEC10","NK","HLA-B","Mono","SIGLEC10",NA,NA,NA,NA
"241","NK:HLA-DRA_Mono:CD37","NK","HLA-DRA","Mono","CD37",NA,NA,NA,NA
"242","NK:HLA-DRA_Mono:CD4","NK","HLA-DRA","Mono","CD4",NA,NA,NA,NA
"243","NK:HLA-DRA_Mono:CD53","NK","HLA-DRA","Mono","CD53",NA,NA,NA,NA
"244","NK:HLA-DRA_Mono:CD63","NK","HLA-DRA","Mono","CD63",NA,NA,0.258755429782416,0
"245","NK:HLA-DRA_Mono:CD81","NK","HLA-DRA","Mono","CD81",NA,NA,NA,NA
"246","NK:HLA-DRA_Mono:CD82","NK","HLA-DRA","Mono","CD82",NA,NA,NA,NA
"247","NK:HLA-DRA_Mono:CD9","NK","HLA-DRA","Mono","CD9",NA,NA,0.352976124957498,0
"248","NK:HLA-DRB1_Mono:CD37","NK","HLA-DRB1","Mono","CD37",NA,NA,NA,NA
"249","NK:HLA-DRB1_Mono:CD4","NK","HLA-DRB1","Mono","CD4",NA,NA,NA,NA
"250","NK:HLA-DRB1_Mono:CD53","NK","HLA-DRB1","Mono","CD53",NA,NA,NA,NA
"251","NK:HLA-DRB1_Mono:CD81","NK","HLA-DRB1","Mono","CD81",NA,NA,NA,NA
"252","NK:HLA-DRB1_Mono:CD82","NK","HLA-DRB1","Mono","CD82",NA,NA,NA,NA
"253","NK:HSP90B1_Mono:ASGR1","NK","HSP90B1","Mono","ASGR1",NA,NA,NA,NA
"254","NK:HSP90B1_Mono:LRP1","NK","HSP90B1","Mono","LRP1",NA,NA,NA,NA
"255","NK:HSP90B1_Mono:TLR2","NK","HSP90B1","Mono","TLR2",NA,NA,NA,NA
"256","NK:HSP90B1_Mono:TLR4","NK","HSP90B1","Mono","TLR4",NA,NA,NA,NA
"257","NK:ICAM2_Mono:ITGAL","NK","ICAM2","Mono","ITGAL",NA,NA,NA,NA
"258","NK:ICAM2_Mono:ITGAM","NK","ICAM2","Mono","ITGAM",NA,NA,NA,NA
